CustomerID,Gender,Age,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,MonthlyUsageGB,SupportTickets,Churn
322,Male,54,51,59.68,2922.78,Month-to-Month,Electronic Check,Yes,54.8,8,Yes
323,Female,20,36,39.69,1448.59,One Year,Mailed Check,Yes,3.2,1,No
324,Female,26,52,66.56,3562.68,One Year,Electronic Check,No,93.4,2,No
325,Female,35,51,53.59,2755.31,Month-to-Month,Credit Card,Yes,65.0,3,No
326,Female,60,3,36.48,112.45,One Year,Bank Transfer,No,44.3,6,No
327,Male,52,14,53.89,739.35,Two Year,Credit Card,No,6.2,9,No
328,Male,51,49,73.11,3593.59,Month-to-Month,Bank Transfer,Yes,63.0,0,No
329,Female,58,1,25.67,26.51,Month-to-Month,Bank Transfer,Yes,1.8,2,Yes
330,Female,31,57,46.67,2547.18,Month-to-Month,Electronic Check,No,68.0,9,Yes
331,Male,21,17,21.42,355.38,One Year,Electronic Check,Yes,7.3,6,No
332,Male,46,50,79.96,4048.73,Month-to-Month,Credit Card,Yes,65.6,7,Yes
333,Female,58,14,71.26,998.24,Two Year,Electronic Check,No,40.6,1,No
334,Male,62,59,25.01,1515.38,One Year,Credit Card,Yes,66.3,2,Yes
335,Female,67,3,97.18,282.16,Two Year,Mailed Check,No,13.8,6,Yes
336,Female,32,40,21.81,902.7,Month-to-Month,Credit Card,No,11.7,6,Yes
337,Male,45,66,67.2,4487.78,Two Year,Bank Transfer,Yes,24.7,2,No
338,Male,59,34,82.11,2708.91,Month-to-Month,Mailed Check,Yes,41.2,9,No
339,Female,33,9,83.03,714.13,Month-to-Month,Credit Card,Yes,25.3,4,No
340,Female,29,21,22.74,500.56,Two Year,Credit Card,No,8.2,6,No
341,Male,22,25,92.51,2299.79,Month-to-Month,Mailed Check,Yes,32.5,2,Yes
342,Female,51,44,93.48,4017.52,Two Year,Mailed Check,Yes,70.6,7,No
343,Male,59,25,64.91,1570.87,Month-to-Month,Bank Transfer,Yes,58.3,3,Yes
344,Female,18,9,58.57,513.65,Two Year,Bank Transfer,Yes,96.3,6,No
345,Male,56,62,23.59,1461.08,One Year,Bank Transfer,Yes,43.6,1,No
346,Male,49,26,64.96,1748.56,One Year,Electronic Check,Yes,33.3,4,No
347,Male,43,57,52.75,2919.1,Month-to-Month,Bank Transfer,Yes,69.4,5,Yes
348,Female,34,37,81.82,2987.44,Month-to-Month,Electronic Check,No,41.2,0,Yes
349,Female,65,16,52.31,861.84,One Year,Credit Card,No,61.8,8,Yes
350,Male,44,37,74.69,2808.96,One Year,Credit Card,No,94.6,8,Yes
351,Female,41,24,28.11,642.84,Month-to-Month,Credit Card,Yes,49.9,3,No
352,Male,52,26,30.64,776.75,Month-to-Month,Electronic Check,Yes,49.8,4,Yes
353,Male,63,20,31.18,600.36,Month-to-Month,Credit Card,No,77.5,8,Yes
354,Female,59,9,23.64,203.0,Month-to-Month,Credit Card,Yes,75.6,9,No
355,Female,56,29,63.31,1918.09,Month-to-Month,Electronic Check,Yes,51.6,1,No
356,Male,43,31,83.52,2620.45,Two Year,Bank Transfer,Yes,6.5,4,No
357,Female,66,19,68.83,1313.23,Month-to-Month,Bank Transfer,Yes,98.1,3,No
358,Female,55,20,66.0,1367.53,Month-to-Month,Bank Transfer,Yes,37.7,1,Yes
359,Male,40,27,74.45,2028.54,Two Year,Bank Transfer,Yes,31.7,1,Yes
360,Male,39,44,47.17,2091.6,Month-to-Month,Mailed Check,Yes,98.2,8,Yes
361,Female,21,35,48.96,1662.52,One Year,Credit Card,No,87.2,9,No
362,Male,66,71,45.14,3243.52,One Year,Bank Transfer,Yes,33.0,7,No
363,Male,26,22,76.97,1721.79,One Year,Bank Transfer,No,30.8,9,Yes
364,Female,21,15,32.93,512.79,One Year,Bank Transfer,No,72.1,9,Yes
365,Male,24,13,21.04,271.48,One Year,Bank Transfer,No,33.4,7,No
366,Male,40,4,67.7,262.78,Month-to-Month,Bank Transfer,No,25.1,7,Yes
367,Female,19,56,95.39,5378.84,One Year,Mailed Check,Yes,98.0,4,No
368,Female,66,23,68.75,1655.97,One Year,Mailed Check,No,56.6,3,No
369,Male,41,34,82.63,2690.11,Month-to-Month,Electronic Check,No,76.2,9,Yes
370,Male,57,17,73.82,1192.63,Month-to-Month,Electronic Check,Yes,71.3,2,Yes
371,Female,48,28,59.79,1596.43,Two Year,Bank Transfer,Yes,75.6,1,No
372,Female,64,14,77.47,1120.52,One Year,Electronic Check,Yes,90.3,9,Yes
373,Female,48,34,85.93,2775.87,Month-to-Month,Mailed Check,Yes,50.1,4,No
374,Female,64,57,37.98,2104.58,Two Year,Bank Transfer,No,75.3,7,Yes
375,Male,57,55,46.89,2703.13,One Year,Electronic Check,Yes,79.7,4,No
376,Female,65,66,37.9,2562.89,Two Year,Electronic Check,Yes,94.6,6,No
377,Female,60,37,56.17,2019.85,Two Year,Mailed Check,No,71.3,4,No
378,Male,51,68,90.81,6003.35,Month-to-Month,Credit Card,Yes,89.3,9,Yes
379,Female,41,26,47.62,1232.96,One Year,Bank Transfer,No,9.5,8,No
380,Male,66,61,49.96,2918.34,One Year,Electronic Check,No,12.6,7,No
381,Female,43,67,88.83,6042.71,Two Year,Mailed Check,No,15.8,7,No
382,Female,33,52,61.23,3182.88,One Year,Bank Transfer,No,14.5,0,No
383,Female,64,18,62.84,1121.99,Month-to-Month,Mailed Check,No,8.8,4,No
384,Male,30,53,88.86,4705.0,Month-to-Month,Bank Transfer,No,12.3,8,No
385,Male,32,63,59.24,3646.98,Month-to-Month,Credit Card,Yes,99.6,7,No
386,Female,44,53,74.52,3836.42,Two Year,Credit Card,Yes,27.2,0,Yes
387,Male,21,27,26.85,693.67,Two Year,Bank Transfer,Yes,47.8,8,No
388,Male,33,31,34.29,1076.33,Month-to-Month,Bank Transfer,No,82.2,9,Yes
389,Male,47,1,52.35,52.32,One Year,Mailed Check,No,11.8,0,Yes
390,Male,61,6,59.59,365.09,Two Year,Bank Transfer,Yes,31.7,4,Yes
391,Male,47,11,97.26,1112.05,Month-to-Month,Electronic Check,No,15.9,9,Yes
392,Male,53,34,97.65,3483.79,Month-to-Month,Bank Transfer,No,6.3,0,Yes
393,Female,20,63,88.1,5399.03,Month-to-Month,Bank Transfer,No,96.1,7,Yes
394,Female,39,53,45.25,2318.62,Two Year,Credit Card,Yes,85.8,1,No
395,Male,66,18,97.12,1820.2,One Year,Credit Card,Yes,87.9,5,No
396,Female,39,21,75.15,1562.62,Month-to-Month,Mailed Check,Yes,86.9,1,Yes
397,Female,67,19,51.44,1007.02,Month-to-Month,Bank Transfer,Yes,15.5,1,No
398,Female,67,4,76.13,293.42,One Year,Electronic Check,Yes,78.5,0,No
399,Female,66,29,21.32,605.6,Two Year,Electronic Check,No,72.8,5,Yes
400,Male,29,25,31.69,753.51,One Year,Bank Transfer,Yes,92.5,4,No
401,Female,38,56,86.37,5073.66,Month-to-Month,Mailed Check,Yes,21.9,3,Yes
402,Female,21,63,71.65,4290.8,Month-to-Month,Electronic Check,No,41.4,3,Yes
403,Male,48,27,49.14,1283.22,Two Year,Mailed Check,Yes,29.5,8,Yes
404,Male,61,60,60.05,3623.72,Month-to-Month,Bank Transfer,No,25.8,1,No
405,Female,48,49,92.41,4686.74,Month-to-Month,Mailed Check,No,65.2,9,Yes
406,Female,40,65,70.53,4719.26,Two Year,Bank Transfer,No,16.4,6,Yes
407,Female,37,38,51.85,1921.67,Two Year,Credit Card,No,46.5,4,No
408,Female,32,52,29.63,1599.35,One Year,Bank Transfer,No,64.7,9,No
409,Female,40,1,43.5,41.63,One Year,Mailed Check,Yes,13.0,8,No
410,Female,45,40,98.27,3864.7,Month-to-Month,Electronic Check,Yes,25.7,3,No
411,Male,33,21,54.99,1127.42,Month-to-Month,Bank Transfer,Yes,96.7,5,No
412,Female,54,15,57.75,879.75,Month-to-Month,Bank Transfer,Yes,79.5,1,No
413,Female,38,50,59.89,2856.23,One Year,Bank Transfer,Yes,67.7,0,No
414,Male,32,48,90.73,4509.36,Month-to-Month,Credit Card,Yes,85.6,0,No
415,Male,34,32,68.31,2286.77,Two Year,Credit Card,No,1.4,3,No
416,Male,67,49,75.49,3601.45,Month-to-Month,Credit Card,No,0.6,8,Yes
417,Male,54,68,51.15,3618.01,One Year,Electronic Check,Yes,15.4,2,No
418,Female,30,45,22.33,1045.67,One Year,Electronic Check,Yes,49.5,2,No
419,Female,36,32,94.48,3061.57,One Year,Bank Transfer,No,57.0,6,No
420,Female,47,4,95.93,383.99,Month-to-Month,Electronic Check,No,11.4,7,Yes
421,Female,62,65,95.93,6406.73,Two Year,Mailed Check,Yes,7.2,5,No
422,Female,35,71,95.49,6792.02,Month-to-Month,Mailed Check,Yes,82.8,0,Yes
423,Female,31,65,85.22,5674.61,One Year,Credit Card,Yes,46.4,5,No
424,Male,53,18,74.77,1291.06,One Year,Mailed Check,Yes,99.2,7,Yes
425,Female,53,54,87.56,4626.67,Month-to-Month,Mailed Check,No,22.9,4,No
426,Male,37,47,68.04,3164.09,One Year,Bank Transfer,Yes,64.7,7,Yes
427,Male,36,6,30.75,179.06,One Year,Credit Card,Yes,80.4,0,Yes
428,Female,62,66,51.3,3294.51,Two Year,Credit Card,Yes,87.3,3,No
429,Male,61,9,97.7,902.31,Two Year,Credit Card,No,30.6,8,No
430,Female,24,68,48.09,3163.37,Month-to-Month,Mailed Check,Yes,19.3,9,No
431,Male,61,23,89.43,1977.11,Month-to-Month,Electronic Check,Yes,22.6,4,Yes
432,Female,21,43,27.46,1154.85,Month-to-Month,Bank Transfer,No,66.7,9,Yes
433,Male,51,51,46.73,2302.21,Two Year,Electronic Check,No,52.2,9,No
434,Female,19,72,48.08,3358.98,Month-to-Month,Credit Card,No,59.9,2,Yes
435,Female,22,25,24.13,620.32,One Year,Credit Card,Yes,2.1,2,No
436,Female,27,35,29.53,1027.46,One Year,Mailed Check,No,39.1,8,No
437,Female,49,17,35.45,598.68,One Year,Bank Transfer,Yes,31.0,0,Yes
438,Female,59,18,87.03,1570.43,Month-to-Month,Bank Transfer,Yes,86.4,5,Yes
439,Male,58,27,25.07,649.08,Month-to-Month,Bank Transfer,Yes,77.6,5,Yes
440,Male,30,15,43.9,690.58,Month-to-Month,Mailed Check,Yes,43.0,9,No
441,Male,56,69,20.81,1485.73,Month-to-Month,Electronic Check,Yes,63.1,7,No
442,Female,22,15,75.65,1111.23,Month-to-Month,Bank Transfer,No,4.8,7,Yes
443,Male,27,42,69.62,2794.43,Month-to-Month,Electronic Check,Yes,63.7,0,Yes
444,Female,27,34,71.6,2462.96,One Year,Mailed Check,No,9.7,6,Yes
445,Female,55,48,49.95,2419.68,Month-to-Month,Mailed Check,No,71.4,9,Yes
446,Male,44,8,36.66,287.71,Month-to-Month,Electronic Check,No,57.4,0,Yes
447,Male,38,10,77.63,763.93,Month-to-Month,Bank Transfer,No,30.0,7,Yes
448,Female,25,5,84.89,425.54,Month-to-Month,Electronic Check,No,37.1,4,Yes
449,Male,18,48,31.09,1548.91,Month-to-Month,Bank Transfer,No,9.0,1,Yes
450,Female,45,26,58.95,1472.8,Month-to-Month,Credit Card,No,32.3,2,Yes
451,Female,66,23,39.9,918.6,One Year,Credit Card,Yes,96.7,8,Yes
452,Female,56,62,33.45,2060.83,Month-to-Month,Bank Transfer,Yes,48.6,1,Yes
453,Female,31,13,78.75,1020.31,Two Year,Electronic Check,Yes,47.4,3,Yes
454,Female,38,9,63.05,590.7,Month-to-Month,Bank Transfer,No,62.9,6,Yes
455,Male,47,20,37.29,749.11,Two Year,Bank Transfer,Yes,48.4,7,No
456,Male,38,57,44.8,2603.38,Two Year,Bank Transfer,Yes,35.6,2,No
457,Female,66,24,97.33,2432.32,One Year,Credit Card,Yes,14.0,9,No
458,Female,26,33,87.89,2843.06,Two Year,Mailed Check,No,63.0,9,Yes
459,Male,34,20,90.4,1782.45,Month-to-Month,Credit Card,No,74.9,8,Yes
460,Male,22,60,56.8,3314.82,Month-to-Month,Bank Transfer,No,92.3,7,Yes
461,Female,48,48,69.9,3406.15,Month-to-Month,Electronic Check,No,0.3,5,No
462,Male,57,64,50.14,3129.95,Month-to-Month,Mailed Check,Yes,6.7,7,Yes
463,Female,55,30,26.22,765.73,Month-to-Month,Bank Transfer,Yes,89.9,9,Yes
464,Male,60,17,52.09,928.63,One Year,Mailed Check,Yes,63.1,7,Yes
465,Female,36,14,67.52,963.93,Month-to-Month,Electronic Check,Yes,95.8,2,No
466,Male,53,19,42.97,842.1,Month-to-Month,Mailed Check,Yes,43.1,6,Yes
467,Female,67,71,87.84,6529.02,Month-to-Month,Mailed Check,No,41.7,7,No
468,Male,50,59,32.09,1982.5,One Year,Bank Transfer,Yes,34.4,5,No
469,Male,30,67,49.37,3252.58,Two Year,Electronic Check,Yes,14.3,5,No
470,Female,31,44,29.99,1322.04,One Year,Electronic Check,No,37.9,6,No
471,Male,50,32,52.39,1747.46,Month-to-Month,Credit Card,Yes,1.5,3,No
472,Female,46,11,23.17,242.78,Month-to-Month,Mailed Check,Yes,50.9,9,Yes
473,Male,60,2,41.8,87.08,One Year,Bank Transfer,Yes,84.7,9,Yes
474,Female,66,68,52.06,3666.81,Month-to-Month,Mailed Check,Yes,32.1,8,Yes
475,Male,53,17,58.25,987.08,Two Year,Mailed Check,No,9.5,2,No
476,Female,61,40,63.5,2544.3,Month-to-Month,Mailed Check,Yes,97.4,6,Yes
477,Male,27,46,42.0,1844.61,Month-to-Month,Bank Transfer,No,12.9,8,Yes
478,Female,48,4,61.84,248.74,Two Year,Mailed Check,No,52.9,7,Yes
479,Male,23,38,60.72,2220.4,Two Year,Bank Transfer,Yes,80.9,6,No
480,Female,18,63,45.29,2785.91,One Year,Electronic Check,Yes,25.2,4,No
481,Female,24,29,86.42,2582.38,Month-to-Month,Mailed Check,No,84.1,1,No
482,Female,44,19,63.65,1209.92,One Year,Credit Card,Yes,55.7,1,No
483,Male,38,29,46.58,1384.85,Month-to-Month,Electronic Check,Yes,33.2,3,No
484,Female,45,35,95.79,3497.42,Month-to-Month,Credit Card,No,86.6,4,Yes
485,Male,33,70,87.61,5931.03,Month-to-Month,Mailed Check,Yes,62.2,3,No
486,Female,63,23,98.61,2213.49,One Year,Electronic Check,No,61.5,1,No
487,Male,40,46,75.38,3497.64,One Year,Bank Transfer,Yes,50.4,3,No
488,Female,37,44,50.26,2310.86,Month-to-Month,Mailed Check,Yes,27.5,4,No
489,Male,55,48,42.47,2095.5,Two Year,Mailed Check,No,30.5,3,No
490,Male,42,52,73.07,3852.58,Month-to-Month,Bank Transfer,Yes,8.8,5,No
491,Female,45,8,98.47,801.87,Month-to-Month,Credit Card,Yes,24.4,9,Yes
492,Male,22,55,70.14,3831.71,One Year,Electronic Check,No,27.8,6,Yes
493,Male,38,66,90.53,5917.46,Two Year,Electronic Check,Yes,5.9,4,Yes
494,Female,35,40,46.33,1943.42,Two Year,Bank Transfer,Yes,11.0,8,Yes
495,Male,64,31,52.56,1687.43,One Year,Electronic Check,Yes,27.0,3,Yes
496,Male,23,48,92.5,4555.84,Month-to-Month,Bank Transfer,Yes,67.7,9,Yes
497,Male,46,61,80.55,5021.51,Two Year,Credit Card,No,18.4,1,No
498,Female,36,52,98.51,5156.9,Two Year,Credit Card,Yes,52.2,9,Yes
499,Male,50,38,81.98,3062.0,Month-to-Month,Electronic Check,No,50.8,7,No
500,Female,18,36,55.88,1998.17,One Year,Bank Transfer,Yes,83.4,3,No
501,Male,62,55,62.49,3285.33,One Year,Bank Transfer,No,60.9,3,No
502,Male,20,13,92.04,1147.38,Month-to-Month,Bank Transfer,Yes,91.7,2,Yes
503,Male,59,37,64.13,2345.4,Two Year,Bank Transfer,No,62.8,8,No
504,Female,38,47,40.43,1827.19,Month-to-Month,Electronic Check,No,2.6,3,Yes
505,Male,52,71,54.85,3854.66,One Year,Mailed Check,Yes,38.1,1,Yes
506,Male,58,22,61.31,1310.17,Month-to-Month,Electronic Check,Yes,69.9,0,No
507,Female,57,39,27.74,1065.64,One Year,Bank Transfer,Yes,47.5,0,No
508,Male,20,58,79.5,4555.32,One Year,Mailed Check,No,41.9,7,Yes
509,Female,42,30,28.75,887.88,Month-to-Month,Mailed Check,No,67.2,0,Yes
510,Female,62,18,52.39,960.53,Month-to-Month,Electronic Check,No,28.6,4,Yes
511,Male,55,18,84.37,1566.48,Two Year,Bank Transfer,No,90.9,7,No
512,Female,62,39,57.41,2208.74,One Year,Bank Transfer,Yes,41.3,6,Yes
513,Male,37,26,87.36,2345.37,One Year,Bank Transfer,Yes,63.1,6,Yes
514,Female,61,71,47.35,3513.02,Month-to-Month,Bank Transfer,No,98.2,7,Yes
515,Female,62,7,96.61,661.22,Month-to-Month,Bank Transfer,Yes,78.5,2,No
516,Male,51,69,36.76,2591.91,One Year,Mailed Check,Yes,53.2,4,No
517,Female,38,65,23.06,1432.58,Two Year,Electronic Check,Yes,85.9,1,Yes
518,Female,65,46,89.79,4139.03,Month-to-Month,Electronic Check,Yes,56.0,4,Yes
519,Female,40,18,80.18,1393.64,One Year,Credit Card,Yes,44.2,4,No
520,Female,23,13,38.56,517.97,Month-to-Month,Electronic Check,No,87.3,1,Yes
521,Female,30,25,98.78,2448.33,Month-to-Month,Mailed Check,Yes,2.7,9,Yes
522,Male,66,8,60.18,486.46,One Year,Credit Card,Yes,40.7,5,Yes
523,Female,40,32,96.09,3100.15,Month-to-Month,Mailed Check,Yes,34.3,0,Yes
524,Male,26,17,60.4,986.17,Month-to-Month,Electronic Check,No,71.4,7,No
525,Female,34,48,57.75,2661.16,One Year,Mailed Check,Yes,1.3,0,No
526,Male,19,63,55.93,3548.79,Month-to-Month,Mailed Check,Yes,66.1,2,No
527,Male,36,40,46.79,1836.97,One Year,Electronic Check,No,34.6,0,No
528,Female,36,15,62.7,903.95,One Year,Mailed Check,Yes,9.8,1,No
529,Female,24,6,56.2,330.79,One Year,Credit Card,Yes,98.0,6,Yes
530,Female,59,63,22.94,1400.51,Month-to-Month,Credit Card,Yes,21.2,6,No
531,Male,59,8,40.83,311.6,Month-to-Month,Bank Transfer,Yes,34.9,4,No
532,Female,37,32,37.05,1171.35,One Year,Credit Card,Yes,20.7,4,No
533,Male,26,45,89.39,4095.25,Month-to-Month,Credit Card,No,66.2,6,No
534,Male,34,52,67.91,3394.74,Two Year,Electronic Check,Yes,78.3,9,Yes
535,Male,44,13,81.09,1063.14,One Year,Credit Card,No,86.1,9,No
536,Female,64,24,96.55,2236.48,Month-to-Month,Electronic Check,No,31.1,4,Yes
537,Female,19,40,71.52,2737.32,One Year,Credit Card,Yes,52.5,7,No
538,Male,53,14,98.61,1324.24,Two Year,Electronic Check,Yes,66.3,2,No
539,Male,36,70,44.94,3054.51,Month-to-Month,Electronic Check,No,63.0,1,Yes
540,Female,34,62,34.9,2156.36,Month-to-Month,Mailed Check,Yes,71.6,9,Yes
541,Male,22,61,52.26,3170.17,Two Year,Credit Card,No,77.0,3,No
542,Female,56,1,57.66,57.52,Month-to-Month,Electronic Check,No,9.7,6,Yes
543,Male,35,66,91.63,5972.52,Month-to-Month,Credit Card,Yes,16.8,8,Yes
544,Female,24,32,64.8,2152.43,Month-to-Month,Bank Transfer,Yes,73.4,2,No
545,Male,34,13,43.37,585.49,Month-to-Month,Mailed Check,Yes,47.7,2,No
546,Female,56,33,79.41,2661.91,One Year,Mailed Check,Yes,42.7,6,Yes
547,Male,53,32,60.47,1900.99,One Year,Electronic Check,Yes,45.5,0,No
548,Female,57,56,32.97,1788.17,Two Year,Credit Card,No,37.2,6,No
549,Female,62,24,66.15,1618.99,One Year,Mailed Check,Yes,59.1,1,Yes
550,Male,21,4,92.91,390.09,Two Year,Mailed Check,No,32.3,9,No
551,Male,55,23,87.41,2074.63,Month-to-Month,Mailed Check,Yes,63.7,0,No
552,Female,42,29,66.94,1907.83,Month-to-Month,Electronic Check,No,20.3,9,Yes
553,Male,22,21,50.17,1021.1,Two Year,Bank Transfer,No,75.8,8,Yes
554,Female,47,30,26.96,834.49,Month-to-Month,Electronic Check,No,78.2,0,Yes
555,Male,29,20,57.57,1140.14,One Year,Bank Transfer,Yes,57.9,7,Yes
556,Female,21,16,80.17,1293.62,Month-to-Month,Mailed Check,Yes,36.9,9,No
557,Female,41,67,48.82,3121.3,One Year,Bank Transfer,Yes,1.4,6,No
558,Female,46,49,38.84,1961.47,Two Year,Electronic Check,Yes,12.2,9,Yes
559,Female,26,58,94.51,5318.37,Month-to-Month,Electronic Check,No,8.0,8,Yes
560,Female,21,44,85.72,3871.07,Month-to-Month,Credit Card,Yes,1.0,4,Yes
561,Female,41,25,71.06,1804.98,Month-to-Month,Credit Card,No,72.2,2,No
562,Male,31,23,30.94,705.39,Month-to-Month,Electronic Check,No,95.6,0,Yes
563,Male,22,59,31.59,1870.06,Month-to-Month,Credit Card,Yes,1.1,1,No
564,Male,35,1,28.26,28.37,One Year,Mailed Check,Yes,11.3,5,Yes
565,Female,59,15,69.3,1010.94,Month-to-Month,Bank Transfer,Yes,86.1,7,No
566,Female,36,52,29.25,1464.61,Month-to-Month,Electronic Check,Yes,68.9,8,No
567,Female,29,58,87.41,5226.99,Month-to-Month,Electronic Check,No,40.5,7,Yes
568,Female,35,41,99.44,4154.54,One Year,Credit Card,No,99.3,1,Yes
569,Male,34,44,49.31,2195.97,Month-to-Month,Electronic Check,Yes,57.4,0,Yes
570,Male,47,4,56.29,220.17,One Year,Credit Card,Yes,67.0,9,No
571,Female,41,68,76.93,5180.03,Two Year,Mailed Check,Yes,65.3,3,Yes
572,Male,28,7,94.97,641.34,Month-to-Month,Electronic Check,Yes,22.3,4,Yes
573,Male,52,46,91.53,4317.5,Month-to-Month,Mailed Check,Yes,48.8,9,Yes
574,Female,40,9,24.61,210.75,One Year,Mailed Check,No,21.6,5,Yes
575,Male,34,33,33.53,1051.48,Month-to-Month,Electronic Check,Yes,50.9,3,No
576,Female,18,33,80.37,2657.77,Month-to-Month,Credit Card,Yes,3.1,4,No
577,Male,32,4,75.11,295.76,One Year,Credit Card,Yes,38.2,7,Yes
578,Female,49,65,30.66,1921.92,Month-to-Month,Mailed Check,No,37.2,9,No
579,Female,26,34,60.17,2091.41,Month-to-Month,Credit Card,Yes,29.2,2,Yes
580,Female,32,64,82.47,5506.13,Two Year,Credit Card,Yes,7.9,0,No
581,Female,45,25,37.5,916.94,Month-to-Month,Mailed Check,Yes,77.1,8,Yes
582,Male,41,55,89.7,4984.15,Two Year,Electronic Check,Yes,42.0,8,No
583,Female,52,9,24.24,223.5,Month-to-Month,Electronic Check,Yes,81.4,1,No
584,Female,39,17,82.58,1420.12,Two Year,Bank Transfer,No,83.6,2,Yes
585,Female,44,21,69.27,1437.65,One Year,Electronic Check,Yes,21.4,7,Yes
586,Male,36,60,45.22,2728.29,Month-to-Month,Credit Card,No,42.1,2,No
587,Female,62,13,77.67,1032.39,One Year,Bank Transfer,No,72.1,2,Yes
588,Male,29,3,82.59,258.75,Two Year,Bank Transfer,No,49.9,5,Yes
589,Female,37,68,94.71,6615.68,Month-to-Month,Bank Transfer,Yes,85.5,5,Yes
590,Male,18,4,49.42,194.02,One Year,Electronic Check,No,57.2,6,No
591,Male,38,7,74.88,533.17,Month-to-Month,Bank Transfer,No,63.0,9,No
592,Female,66,26,68.21,1847.28,One Year,Bank Transfer,Yes,78.7,3,No
593,Male,62,24,62.02,1491.3,One Year,Bank Transfer,No,12.2,4,No
594,Female,18,10,91.23,875.41,Month-to-Month,Electronic Check,Yes,58.4,9,Yes
595,Female,27,13,20.25,266.97,Month-to-Month,Electronic Check,Yes,8.5,2,Yes
596,Female,64,44,42.57,1892.74,Month-to-Month,Electronic Check,Yes,26.1,1,No
597,Male,49,39,63.06,2369.43,Two Year,Electronic Check,No,21.3,2,Yes
598,Male,56,19,34.26,633.99,Month-to-Month,Mailed Check,No,56.7,2,No
599,Female,39,51,92.63,4805.35,One Year,Electronic Check,No,84.4,1,No
600,Female,35,19,71.81,1429.02,Month-to-Month,Credit Card,Yes,13.3,0,No
601,Male,65,52,58.23,2929.18,One Year,Bank Transfer,Yes,76.8,2,No
602,Female,63,47,85.18,4049.13,One Year,Electronic Check,Yes,14.3,0,Yes
603,Female,49,30,56.07,1677.7,One Year,Credit Card,No,19.0,7,Yes
604,Female,44,46,64.69,2928.03,Two Year,Credit Card,Yes,91.7,4,No
605,Male,45,21,20.22,442.21,Month-to-Month,Credit Card,Yes,1.0,5,No
606,Male,35,48,49.26,2467.87,Month-to-Month,Mailed Check,No,19.7,9,Yes
607,Male,56,62,31.1,1863.28,Two Year,Mailed Check,No,21.6,6,No
608,Female,66,58,75.18,4450.4,Month-to-Month,Mailed Check,No,28.2,6,Yes
609,Female,46,18,58.32,1078.53,One Year,Credit Card,Yes,36.3,3,No
610,Female,35,59,44.14,2714.49,One Year,Electronic Check,No,10.3,5,No
611,Male,61,48,57.43,2638.97,One Year,Credit Card,No,46.8,7,No
612,Female,25,63,36.77,2416.56,Month-to-Month,Mailed Check,No,39.9,5,Yes
613,Female,48,12,94.01,1099.51,Month-to-Month,Mailed Check,No,62.5,6,Yes
614,Female,51,34,24.32,856.5,One Year,Mailed Check,No,86.8,2,No
615,Female,24,61,89.23,5621.67,Month-to-Month,Electronic Check,Yes,29.8,8,Yes
616,Male,53,53,60.91,3323.01,One Year,Credit Card,Yes,54.6,9,No
617,Male,35,25,69.52,1702.16,Month-to-Month,Mailed Check,No,37.1,1,No
618,Female,55,62,44.21,2812.21,Month-to-Month,Credit Card,Yes,4.0,7,Yes
619,Male,26,4,97.34,380.09,Month-to-Month,Credit Card,Yes,82.1,7,Yes
620,Male,26,13,42.55,542.63,Two Year,Mailed Check,No,63.4,1,No
621,Female,63,42,67.11,2908.02,One Year,Bank Transfer,Yes,0.2,8,No
622,Female,25,49,99.47,4915.13,One Year,Bank Transfer,Yes,25.0,2,No
623,Male,52,56,90.49,4966.79,Two Year,Bank Transfer,Yes,30.9,9,No
624,Female,35,47,62.91,3015.78,One Year,Mailed Check,Yes,81.2,5,No
625,Male,22,8,99.23,822.23,Two Year,Credit Card,No,76.1,3,No
626,Female,31,55,76.11,4210.16,Month-to-Month,Bank Transfer,No,39.6,4,No
627,Male,45,18,36.7,642.02,Two Year,Electronic Check,No,15.7,2,No
628,Female,47,35,52.45,1850.39,Month-to-Month,Bank Transfer,No,38.6,9,No
629,Male,21,32,46.76,1509.13,Two Year,Electronic Check,Yes,81.0,7,No
630,Male,56,24,47.52,1155.41,Two Year,Bank Transfer,Yes,45.2,9,No
631,Male,37,7,80.84,581.77,Month-to-Month,Bank Transfer,No,11.6,9,Yes
632,Female,42,13,66.74,909.34,Month-to-Month,Bank Transfer,No,3.9,7,Yes
633,Male,45,69,23.05,1528.41,One Year,Electronic Check,Yes,33.3,6,No
634,Male,29,42,90.2,3671.58,Month-to-Month,Electronic Check,No,14.8,6,No
635,Female,19,31,43.74,1398.65,One Year,Bank Transfer,No,74.5,1,Yes
636,Female,60,26,99.77,2601.53,Month-to-Month,Electronic Check,Yes,27.9,9,Yes
637,Male,31,32,96.34,3158.6,Two Year,Credit Card,Yes,87.7,5,No
638,Male,39,52,95.24,4910.88,Month-to-Month,Bank Transfer,Yes,61.7,3,No
639,Female,48,20,84.89,1755.33,One Year,Credit Card,Yes,39.4,8,Yes
640,Female,40,40,37.65,1494.13,Month-to-Month,Mailed Check,No,61.0,4,No
641,Female,65,59,62.61,3859.0,Month-to-Month,Mailed Check,No,29.5,5,Yes
642,Female,37,14,37.94,525.37,Month-to-Month,Mailed Check,No,14.1,6,Yes
643,Female,55,44,40.77,1754.67,Month-to-Month,Credit Card,No,96.4,1,Yes
644,Male,21,48,68.88,3174.66,Month-to-Month,Electronic Check,No,56.3,0,No
